Listening for votes...
✅ Accepted vote: {'agent_id': 21, 'proposal': {'proposer': 21, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:23.874162', 'signature': '7e56a834f738e2a45dcaaaf61b14b3ad207f937daababc85f389aba4dbaf9c83c8f9b3abc1c3f3f2c29a66e1faebbe07ee21060c3898977a7fcdc16169174a26163e1cbdf1005f0f3417b8b8cc8dbe1dd8939503f414b8fd33a31d612002530bab7e1f75b749fa15a72008b2547a3c76cdb12827a0165ffef356e4b52685e399f6be98b01c9d82e42794f9d4e8e0219f9246d5bce46669a65c3873fb2aeb868247a5119e9309097ed944199cc128f8099fab5656dd2c21a36853865586afb5d37864eb6f18e17a7010b19da5f3efa58c1b696292e38d29403c30053149806c5ab1fb94337d78c430e02fa6060d86c9b11ae775ed8a393d14c4af913e02da0d10', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAjeZjgiQ5ub977HtL3tcc\nlGm6WMahnQ0o2PYGwiYRd8/MlxravopZoM3xqcOzttAr//0MxTV8mmggOZ5+3IY8\nSAtgHk/dNAVUN2hHAFK0MgssRxXFdYTDTAxC7HU9FsZI3xcZUz6hrxJj4nxQv7c7\noV38w7X235FEhISepqw8D7zAJzOxdPltfKXH1LIO2RqEAwFkAB7wf+sSb0MpgY69\nAnvY/G1zK/DZn0j0jG4ZqTYATXf/3OpoKv+tzOqkPzhc3YHP3wFhrdCY63T+9vnI\nKAge//SEf5N4ngF/5Sp3hFvL7MHrq39bmjWTQoPneyI9uUhhCqbKX76xHIn8IPWP\nrwIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '465b31bee6c086a80a40abd5218cafbb8216421bb378d079f65f8e172a716930136e10f71f885345089040fec6fb2edfca08f958a6a53fddf7bbe77fc249d5f910c73bc8275f2c9453b131fb741719c5f57214491491976363d851d5fd852ca73bef64b3b94f64cf1f34c04a7ab9aeb87c7bcda5d75c1f6d2cb81e8987852c3e231c15dbc39478266b2c4b5d7179bfedcacdc7431287664ff5861ad7ded2faa9bce9f14f8f816846aab7f486e2bdaf2711bda86f1f526f899fc5b3f64f555c7eb000bad32f8e6a673f107e825ff405cbdfd584e3144a618cc5ec26b8d07df76525b95d15f48cd21953bae747644b4b5d35cd669177d94a2ff35d2d6b19066828', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAjeZjgiQ5ub977HtL3tcc\nlGm6WMahnQ0o2PYGwiYRd8/MlxravopZoM3xqcOzttAr//0MxTV8mmggOZ5+3IY8\nSAtgHk/dNAVUN2hHAFK0MgssRxXFdYTDTAxC7HU9FsZI3xcZUz6hrxJj4nxQv7c7\noV38w7X235FEhISepqw8D7zAJzOxdPltfKXH1LIO2RqEAwFkAB7wf+sSb0MpgY69\nAnvY/G1zK/DZn0j0jG4ZqTYATXf/3OpoKv+tzOqkPzhc3YHP3wFhrdCY63T+9vnI\nKAge//SEf5N4ngF/5Sp3hFvL7MHrq39bmjWTQoPneyI9uUhhCqbKX76xHIn8IPWP\nrwIDAQAB\n-----END PUBLIC KEY-----', 'weight': 163}
✅ Accepted vote: {'agent_id': 20, 'proposal': {'proposer': 20, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:28.251052', 'signature': '53aed0b8a7a223e8a989024529aa9bb2fc4d21ee7bf77268d6e2b215fea4d2aa49cf324556e24aac957d5262a87a16fca8ed69c461a0a242be848b1fcfb25fed03fbc52ff3eeb1d963b79a078c6a1d1e9a0709f8ed661f0d3578ea90d8b61fd5a9203217d28d80f2224c38a5928aae6ef98368f6f461a057758239c0828bf8f3834fbaa639a760787292c4aa2318e3ad931dcbce3b337db9422c1ca35bbe132e4f13034383671c9e1d963f508b66883553ab77d1198a58a4b6f393ad650f7a55b28b78848df6ea63066a393ac807a6f193f0d84dfd08531a8527b28debb830674bc0cb82bfd810d75a87b1f4249351b9e7cfbe49e70b9bffeaada0661128cd15', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAn/v+rLb8DJXru2f9em5b\n+KSXWQKzZJC5+LrauhrNWgPJp0DOWiWv7zJJbYMmZjDqMkhFe/b3qUhEN4jutsdX\nSvklqZzq9VoxISIgGVQVwLccgUZVwn/00ferBtVWNNjgrDtvh3A0alMQ22G2qpfF\n20G9io4DIOl2SBM9D6JeyGTT6U2nbPd7SXup8evvucZ+xMV4MjIuMLzXsgfUBumu\npGMOy9s9abe03GWKAuVzeNvAfRW7aWUIkUbhYtgbE9FNSpAPDfTMPn6llgZM0k4Y\nE3ycCok22cPzImHcz8gNysIqP1SJZTc4gafhBb0Gf0MBclFd8MWL83EZjgdwS+Dl\nrQIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '2f5bf5d4d20d33d8b89ac5ce42974c63ef6bf97c52f891314e9c8c36e30df4a8c0d7c83bcb8da303efe900fa492e76d6714d7ba23d13dc247090d8226013b93c68e0142b21a67b9627daee767f8211a45bc0b2604dd00525d0294e5aeb7965f39ec43439244d098959798b6bc9e90e431690157ee70d6d0becf049f3ce3d58acaef35617ec4509fe479397b05518b79ec7f316d86a407f09b8f93a034a929087271c8fc3b1e8490e51b4f0d7a7fcf8020137bc60fba41033ed485f936ba8724644d4a497de85e4bdb3638d0f2494fb6bb324b41845cdc4f5f52adba82ca7714fb6206615420221b408d8a6b028cf8beefc4b62ebecbbf56e23de4387de7c2206', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAn/v+rLb8DJXru2f9em5b\n+KSXWQKzZJC5+LrauhrNWgPJp0DOWiWv7zJJbYMmZjDqMkhFe/b3qUhEN4jutsdX\nSvklqZzq9VoxISIgGVQVwLccgUZVwn/00ferBtVWNNjgrDtvh3A0alMQ22G2qpfF\n20G9io4DIOl2SBM9D6JeyGTT6U2nbPd7SXup8evvucZ+xMV4MjIuMLzXsgfUBumu\npGMOy9s9abe03GWKAuVzeNvAfRW7aWUIkUbhYtgbE9FNSpAPDfTMPn6llgZM0k4Y\nE3ycCok22cPzImHcz8gNysIqP1SJZTc4gafhBb0Gf0MBclFd8MWL83EZjgdwS+Dl\nrQIDAQAB\n-----END PUBLIC KEY-----', 'weight': 106}
✅ Accepted vote: {'agent_id': 27, 'proposal': {'proposer': 27, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:30.335325', 'signature': '59405b52c450553d0a8bed396d8cf1b3f56ef475c1a3e18c9a4f9047f403de2e2b56fc00d7c5a3bb873249b71410984ce02b7e1e123d92cbf0c6d3d8658bc996a3b9b9e39ca9c236f287bdc9ed937c4216de61bbe11fea9558a432876e776022d33682892ad0b67173243acea075c1b34a20c1bf635a11cfb204962719d312a7f7c2ad2a6dc2b7875dc158212ee5bc7bdc3e3f0c5a94a66331933b60481eba99f1749a6d5c70a20093b3f18c7602be9e23019910f7e4185f0e63022250d6e87ae800673501a7dee8c80292faaac07bfe1d71b437b661aab619867d6e4dcf2441f18226cb61694d892e4fcaa3c2eee58c01e4a0fedcc38d688e4e7282a61ad7fb', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnGkJG/qEnDD+M6kMDalS\nsls0cCn3F1yTmaGgR3pVBsCGOczWmtxzZsw2p587DCyB1HjQYA7q+SQDu1SM0km3\ndeAbs7soSkwt9ubFKbDh0ihSFxCjVhc6mQ1tHtTqCgKb1Tp9t3dZrrIL1+017kty\nB5YhWeXMSmB2W1qFO8BImU8BN5BX8/3MBoimfzSBksAKWDdn8ibaMzncCpZarulc\nfOngO98ICVdv6/Z2qidecmYRfy/rPcVPVSkMNY7WcU4u8lj1BTMDedBzsPHhvywe\naWBI8pplrYXAMaeJ3KK/+sKpwfOt9yvQvA9MCHf0mASC4UrCCRBw322W9IXEw6Tn\n3QIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '4fbd18822c99600d259cc4f83abe5183c459eee7e1e8da359576a709920d971d392055f2fc8ed4bdd8a5e102fc8d10fd7abd31ce111350d0c71bd1c2485c11fcd6a57acaf66df9b64a4825409799c1846bf64e70d5dac785b8b6e4ad0e0c34c0e75c6bd1e722222a49e376520f95ff473f211c9dc9cb73a2b92b5b759082adf78f91ba4dcae4d1c31d515f792c0b1665d2d6fc1d80f45bc3f59832764bdffc6a7b28273df46c5bc866f2f2bdacd0862988894b47ed83f182b568dfdd6d233013cc5183a988b13fdbdf4c07cf9a105e6d894f698c8e4a29a00ddca42579ebfabb6551cd254934046299f7383bb11a0ba925a4eb4f3592f5ade86a75b83364362e', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnGkJG/qEnDD+M6kMDalS\nsls0cCn3F1yTmaGgR3pVBsCGOczWmtxzZsw2p587DCyB1HjQYA7q+SQDu1SM0km3\ndeAbs7soSkwt9ubFKbDh0ihSFxCjVhc6mQ1tHtTqCgKb1Tp9t3dZrrIL1+017kty\nB5YhWeXMSmB2W1qFO8BImU8BN5BX8/3MBoimfzSBksAKWDdn8ibaMzncCpZarulc\nfOngO98ICVdv6/Z2qidecmYRfy/rPcVPVSkMNY7WcU4u8lj1BTMDedBzsPHhvywe\naWBI8pplrYXAMaeJ3KK/+sKpwfOt9yvQvA9MCHf0mASC4UrCCRBw322W9IXEw6Tn\n3QIDAQAB\n-----END PUBLIC KEY-----', 'weight': 151}
✅ Accepted vote: {'agent_id': 1, 'proposal': {'proposer': 1, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:35.032929', 'signature': '5c2722c3d5a09e4d7552f5216f916fc8508ced5738cc95c8336ee2b33c0a4b97bd56fcc86644dce3df9a09e844074071b1ed0a39c83fa5ef1450b68030a54decd7982af80129edd73ad6ac419d413071bb980967441dc590885d6f17a89b207068d45635f6dd3d20fac20912333af9be5d3888885084ffc7e0794a78313723c1779bf99c31f878418eaebc74e70613a17a7a073d6fdebcd8958114fa4446bdc1e485cfe4c4299ba7ea42fef2b0ee3b926fa4b1a1e16ce1c6b7ca52f2cc6a9fe6e4efacb866e2a4028d4567a585fa7c8a5acf67abe6e012499eeefb86d4afd98a784f58dd7c080a5492cc66f3ea6e2b6510de96a19001955d05c78e9b26af0c3d', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAssuszo7I3ovHTYS7TEBo\nkcLJPVaNitieqSjsApdRhMj2WnxWkrfnPni4lpJZ8IwBdUBmfl+kd2R6M9yXD0gE\n1uU/S3pAL0aKKX/R3VSyPLLoj97u28bscV1l4E94f0sUXdz3daEVJi9Wbd3LbP9i\ng2pTvqOMkaaXPC5/7MGf8ciAUNLmVr03pMP/oZzSM8d4EklSvUgQyStyzYPzkm9+\npR+ksgQ6LPDG4N1Dy/1fpu/h8RkbbNOk7EYa3UXBPBDEx/J7eZ8TIhFlpqlSYwrW\ndcGde3C7SSdSu4afGJFTSYKPPAQ36Q1IMZJjKT2PaAgWI8yP+6rI3DXezRZEiZ5x\nTwIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '58611d14f982838f117a7cc878c41accc5830a394d04b69fa3423b92701003c749a72ad7f7cdc372a4a394e35b81ea318ed1e281df92018a504e299f1f074a49e8be98cd1eda0924e86e590b223c3beb1b5c8945190e9faad33bd3453d0570312614c9c024b55797dd4a6e9dccfecce874e4fccf86f6162d095ac3f8907b8f2c4fd8d0fb880ea05244fb7e35cb4e00ffce97831209742aefca3ad19f92a306b746303811984630f05130716fac285ec547c8777df3b2e27fe1cca5b7fc69536e968a962fbc77c1c439aab6867b5d0b470db1b08fad231ea103f9971091f53a84605d7d52441321bfb3e5c8dcabb7add8bcc3500f121a7c7a4af9bdef7709b31d', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAssuszo7I3ovHTYS7TEBo\nkcLJPVaNitieqSjsApdRhMj2WnxWkrfnPni4lpJZ8IwBdUBmfl+kd2R6M9yXD0gE\n1uU/S3pAL0aKKX/R3VSyPLLoj97u28bscV1l4E94f0sUXdz3daEVJi9Wbd3LbP9i\ng2pTvqOMkaaXPC5/7MGf8ciAUNLmVr03pMP/oZzSM8d4EklSvUgQyStyzYPzkm9+\npR+ksgQ6LPDG4N1Dy/1fpu/h8RkbbNOk7EYa3UXBPBDEx/J7eZ8TIhFlpqlSYwrW\ndcGde3C7SSdSu4afGJFTSYKPPAQ36Q1IMZJjKT2PaAgWI8yP+6rI3DXezRZEiZ5x\nTwIDAQAB\n-----END PUBLIC KEY-----', 'weight': 45}
✅ Accepted vote: {'agent_id': 26, 'proposal': {'proposer': 26, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:34.339942', 'signature': '1e046fadef0121a138e888d68697373216fc4f25100544dcf6cb537876183d5896e3daabfcd4ca2cb4611608c9887b25febfa8d95bba6701ec2a6550b7b47849567ee6923a4da9b4e2f72030131632660173dbc9aa3679e1a77dc3116edd41e96b4cdcf9fe2c36b647d0c6c9bcfa9a73e9c015ae8ddf877f2c4c92d42c8b3ed7008af710eaa4fcdc9c132e251a091bfa50478628836b76603826b0aa9deb1fd56c03cd4778651dbebe052c150af0c1f44c150e6006e23f5be73dec808a8c30adfa9844681ddc4ba9d5df1b3e8432b6ef8947fb3fe6590e1317994833c3df4d14a71baa81b9bc5f8f87f2afd6f11c3bf56568e9ce721d875198d0ac16db4277e5', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxdL+DCvgFel1MBGAA5wo\nkhoMbuPVPkHHHVNOvQIqanNp8GFAD4C8JCIx68YnwV/QZCM1fqJKoWu3H8MFMP+D\n+YhKsch1CziqXz9xA86CRVlzqZgncHpBcjfPxDPd7VSw5+7bvVqNgDcg7Npulxrb\nVcW7zpWdLzbzhBJ4yDDEZaw+qaGBrdFkp92LKV4BG7tSAtYe4EbXCR5szDXqDpPU\nH6VdEH0ENkrVNf0vCpFPpMxJraBpyDNdkfUEKQEclAnd8meZWaxWRqZYxNUtIL0a\nPXNW7U61rldU57558QpjHCUYx25e3oEX1cjXAUEeuGIxvSvbW1LvfLNvGVRd0Fhq\nbwIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '027e7e5486da4dc33c2c3c45cb042b83695ec2c55ba3df5be52591031bed0454827eb5b9c2a4ca0e58e2428f3b8068fd2b8dd8eb094435f8b407dfaf1420cbf47c902d9a657e8756dba1a55a01f91cdb0aa30e97fe42d76c0f568517326a39086aa18371ba03d8ad1053cc2aa8f3c6e3d356bd987f2de443740d4d905898e722756605cfa7fb89f7ef8d4e08597fb163ec0efe192a4e71c56a4f72726f92d69b4a396a72d303e07754fe62e1e05f9663785c186c3f6bfd6739265f1fbc0b350f1d9be9dd93761e7b58849d6bf449c19aa48429e6c5ac8a2dd4399eb0dabe14a3beb3edf11ea974368e1b21eda73895b6c4d5299d98d7c32462c2e412b7b9891f', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxdL+DCvgFel1MBGAA5wo\nkhoMbuPVPkHHHVNOvQIqanNp8GFAD4C8JCIx68YnwV/QZCM1fqJKoWu3H8MFMP+D\n+YhKsch1CziqXz9xA86CRVlzqZgncHpBcjfPxDPd7VSw5+7bvVqNgDcg7Npulxrb\nVcW7zpWdLzbzhBJ4yDDEZaw+qaGBrdFkp92LKV4BG7tSAtYe4EbXCR5szDXqDpPU\nH6VdEH0ENkrVNf0vCpFPpMxJraBpyDNdkfUEKQEclAnd8meZWaxWRqZYxNUtIL0a\nPXNW7U61rldU57558QpjHCUYx25e3oEX1cjXAUEeuGIxvSvbW1LvfLNvGVRd0Fhq\nbwIDAQAB\n-----END PUBLIC KEY-----', 'weight': 11}
✅ Accepted vote: {'agent_id': 12, 'proposal': {'proposer': 12, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:16:44.161757', 'signature': '39378065ecb6a5f7282c826b33d883e41dcf8e1a50ab033437eaa8777510b96d45a3161c9d342f075ea2640cb53da63ad0718d9e9f991df2cdf5e9ce92293bc3f8f951029ee48ed85e5d55ce0c7825875346fddce19bd69faf19348fb699322b8dd96a4ec5873e0aeb29b05f431285ab4db03cdc213fad6f224109bed189e419ebb5acad3f25e58cbad4bf523b58e04696322f1dfd9cb7f233d205e994edb76c39d0de6d744d4edff159689fb793038cac4356f48ba2b5155508105603b28e1b31bd88bbd50f6c7656f9e3c1ef621b644dc7332770fbd7232b9f1d93c7944d5f3eb958778e28204f1b1cf56fc536cd85450d3479be2d8b7f2837699d7de01e8d', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAh7yKbJjMtIIzsFSMr2jS\nHmFnWsyjr501qZvRl3UKysOCnD2wXEZvwqCC0H2iArAFHNX0vTUPO9YNvpMm3yyP\ne/9qwYto6AjOs/td88zVqvqwHDVok5NL8wJIovfLcZ2svg+nr834j9dQMoXGBDcB\nlaWG9waYFJZ0wli1HcJlXodIoBg8x7BvTE3xMBD5OgKYWcQwx54SRRFlfXDGzJBx\nsKAc0MdYECzGiq2uKCeyoZU1YsbUWYdLZsy6Kpx5VbR6bLoHFENpuzpMDUQErcOC\npFIOqLO7lC4g9yNSTHvPa67kFKqlZzFrQg8grkaBYlfmLkAI5J4JSIqwUPbP8G8c\npwIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '6f7176457474c7ddbd3043e6023829a5becff0e641cbdf170db843a528d5131c20fecfc4810ad4b6a504b34ded86f328417eda4aac21f1553454d45da7e0425b7eaa37e07c8330f12e55f6f455f4e46feb843718aa20a48ebd7efbda3bf6dd02293dd756a70d7a655322dc8cf5c44c02baab22bfad18c252cf18fb676aacdf38eb7090f88f0a48994a6c3863611786463f88cab01473de74db27fc642bd8d30d65b9079db58e4bae6b4911fd3f306f571b71eb155fa4a9d81c40a8e09b2745d2ecd608a8f53cafbe06f128cebd30044f50469717c86317292b15bc09d0664427ca689c83a52f9f020885e36a14cddba5feaefc4081513184a3d0abfaebd062c7', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAh7yKbJjMtIIzsFSMr2jS\nHmFnWsyjr501qZvRl3UKysOCnD2wXEZvwqCC0H2iArAFHNX0vTUPO9YNvpMm3yyP\ne/9qwYto6AjOs/td88zVqvqwHDVok5NL8wJIovfLcZ2svg+nr834j9dQMoXGBDcB\nlaWG9waYFJZ0wli1HcJlXodIoBg8x7BvTE3xMBD5OgKYWcQwx54SRRFlfXDGzJBx\nsKAc0MdYECzGiq2uKCeyoZU1YsbUWYdLZsy6Kpx5VbR6bLoHFENpuzpMDUQErcOC\npFIOqLO7lC4g9yNSTHvPa67kFKqlZzFrQg8grkaBYlfmLkAI5J4JSIqwUPbP8G8c\npwIDAQAB\n-----END PUBLIC KEY-----', 'weight': 48}
✅ Accepted vote: {'agent_id': 135, 'proposal': {'proposer': 135, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:19:01.869614', 'signature': '6fd7efaef0f8aa0537e5d4444c6aa2ad863364357ee82fdfa4752a93f08eae0400bfac659f4a858c436d01641a6054286d30396ea41cb5eb8d2c8b26cf45b0d2d71fdb9c84863ae28889063a23fcad2f193eee0f8cb3df2252968d1b9e9dea35a10a0c425e6c7f74e5ad2ae3b61edbc3c5a6d71d7ae1b05b5cd949982d82ffc7711bb5de733ce9f780c532a8c6245221383770045da8ab9b6c117e3f4ed5655e3ba30dfad103bd1d09b6f552d35a7ebfc27b0d9723ba57407323a9f7b38ad586e807b03b9846be3bea2eb0ff8d37b1003dbfa76a73bd80818c0980b92df79e8f206f274c89b7170801b6e110c009d9f9896967b0d3714161b7c0f2baf9d3158b', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4HhtRvgysS9xqDMJxlNH\nf6xU+VjVpRhmd0KBxQ8e38wsNGcnhMfHZRUqY0PQHNT1q0lU4IbLTscHRqq0bWaQ\n4wNCgaqDmfdAc+bO8pGmtU3bsCEcWIsiliUxJ091ILHgUhVQxd6rleVcLLHPfbte\n3DFluCEkQsJMrR1e/oTiN9y/uY/gCTnu75Va1GD80WMXOWExHwkeY/r419HaqKCO\nnkjN4Tmiff34TxxaO6eEodgep59YO8cWRV70OBVTRfRJ6HmB8zrx4eM1e5OuN/dX\ncEU9G345/OjLADRi+M6TsnGA8Wag4080Z2IgJCDswV7CzYcsKgmFVRj10OZk2CoO\nJwIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': 'bda72a2b7a5bafc08d8a26dfaadcf4bf46ff21cf9f0f07c8d2992e4518f1f42c1e1a072a9eb4716240c806ecdd530375bf5090c450c303f54ef15f4f31291beddaf2b5b647dd5a4c2661b7bc4e8998b50e12455c761020867bf4f8c50c6d1ccc3d78ce25281edf93a8fb011e0248fae9ec5431598fa5843a3c30e66f3c1231dbad080e60acf11809767d63f9ebfe11fdae74c9d0da7cc8893402d0597cc330ccaa923dbe11f56a26957a9288704a7380bf2c7da83c2b7f36cab8bc08e3b59ce39f5c195e0df5c73aeaa96b85b3e062c05e167913eda5bfb89c5f3cb18c9ff38927d0aae17b8ab28b9712abd2271214dfc5bc743156841eb1f2bb46772bc854c0', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4HhtRvgysS9xqDMJxlNH\nf6xU+VjVpRhmd0KBxQ8e38wsNGcnhMfHZRUqY0PQHNT1q0lU4IbLTscHRqq0bWaQ\n4wNCgaqDmfdAc+bO8pGmtU3bsCEcWIsiliUxJ091ILHgUhVQxd6rleVcLLHPfbte\n3DFluCEkQsJMrR1e/oTiN9y/uY/gCTnu75Va1GD80WMXOWExHwkeY/r419HaqKCO\nnkjN4Tmiff34TxxaO6eEodgep59YO8cWRV70OBVTRfRJ6HmB8zrx4eM1e5OuN/dX\ncEU9G345/OjLADRi+M6TsnGA8Wag4080Z2IgJCDswV7CzYcsKgmFVRj10OZk2CoO\nJwIDAQAB\n-----END PUBLIC KEY-----', 'weight': 140}
✅ Accepted vote: {'agent_id': 159, 'proposal': {'proposer': 159, 'action': 'PROPOSE_BLOCK', 'metadata': 'Block_A', 'timestamp': '2025-04-04 22:19:16.099256', 'signature': '5fcdb735c9a1e2fe7a0b80b6efca05693f22e898db94f0f4639a6b10a1e58d5beac1df5257383d86191530e57c6bcf188cf49f0011b79f72670ed05ac580faf5982a91913ee7cf78d24439b98a87fe97b315207048962e6d39e26937a91632185fe614e0a918dc47afda66e8b0ef58d113b667ac234e7074b310cec054c3ad9cd62f1fa764f469b066fcf0bffff7922026f9f62dbdfa37a6a81fb0a4c3790d95f4e03fa41a92a3a59a88f55bde92b168c2749263cc2ff1a8cc985f60b529c9bddd4d7080fb04664348ca983a9ee94a25c574a973dcdf104a8cd11e5c4c02bb68de2e8da3340675bb87b10027ea6ee6ce7dcde326b85a46481a3f8314872a09b8', 'public_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzD8O0X9fsv9kj8aDeeBW\nJ/XG/z4KavhHDCflxXH7GZ3q89DpGbT1jrIgLwZ0uwWc7ZafdaNWZGSlDkGdv1hL\n8IzikuwNBrhlJ+mn00EM3xw1SNPTZsT2+a+l5gN44m7aZqChaSeEAKItoSCqkIEy\nnii3R3HRjM6kpH40DNgPl96xBQnmyeRpbTm14yWVJfFEg6hnvzRC29Gi7DX8eS/V\neUuontEvn9YZam3KgzJivsJCFACYWTN5poABZUOaS3O9gZrdAOYQgju1PXNUb1yR\nazwFz8PacNxygpudxH34Nrv+DG3j9Ci5+u0AmaGvzQ5laoh47KTQp0lJhMG4w2na\nsQIDAQAB\n-----END PUBLIC KEY-----'}, 'vote_signature': '86244d31bef9c72af5d3e22a57929f0187c6484ab72f1879c1db6b6d940a9e1c4362e38392e6fb71c38351d72af572b32501a9b62309fdadcf7c413eedae4ff67e854d5d829005725105906e667c4f5f9f2d62740a92f7293f7379350f47deae1edcbad5ebcee4cb0b905c278b038c8312fa61f63c0cbba6111ae4c4719b3c7d06bbdffebcded045c986c87a002b69d97ecc34f4cf2d71dd3c01621b0f355666a1b3e47151bde91e609fc899644ad15ab6ec0bdf9ccaaf431d6d7d0d00ab552293421743dffeb37f03a8a45b86140c8672405374cfe3f0edc405d40cc6dd2c0205906c5939982e43a8915c665f6f7012ddfbd61f913af964da2ea23bc78f2e5c', 'voter_pub_key': '-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzD8O0X9fsv9kj8aDeeBW\nJ/XG/z4KavhHDCflxXH7GZ3q89DpGbT1jrIgLwZ0uwWc7ZafdaNWZGSlDkGdv1hL\n8IzikuwNBrhlJ+mn00EM3xw1SNPTZsT2+a+l5gN44m7aZqChaSeEAKItoSCqkIEy\nnii3R3HRjM6kpH40DNgPl96xBQnmyeRpbTm14yWVJfFEg6hnvzRC29Gi7DX8eS/V\neUuontEvn9YZam3KgzJivsJCFACYWTN5poABZUOaS3O9gZrdAOYQgju1PXNUb1yR\nazwFz8PacNxygpudxH34Nrv+DG3j9Ci5+u0AmaGvzQ5laoh47KTQp0lJhMG4w2na\nsQIDAQAB\n-----END PUBLIC KEY-----', 'weight': 23}
